Unnamed: 0,User ID,Venue ID,Venue category ID,Venue category name,Latitude,Longitude,Timezone,UTC time
3660,1,Ditch Plains,4bf58dd8d48988d157941735,American Restaurant,40.78401843692215,-73.97452399134636,-240,Sat Apr 07 17:42:24 +0000 2012
3664,496,De Witt Clinton Park,4bf58dd8d48988d163941735,Park,40.76782506097938,-73.99368031863258,-240,Sat Apr 07 17:44:14 +0000 2012
3666,826,Joe's Shanghai,4bf58dd8d48988d145941735,Chinese Restaurant,40.7146424849308,-73.99764195084572,-240,Sat Apr 07 17:45:02 +0000 2012
3675,917,102 Noodles Town 永旺飯店,4bf58dd8d48988d145941735,Chinese Restaurant,40.71737382830898,-73.99742773583729,-240,Sat Apr 07 17:49:25 +0000 2012
3678,492,Brookdale Dog Park,4bf58dd8d48988d1e5941735,Other Great Outdoors,40.83250290752692,-74.19210532060801,-240,Sat Apr 07 17:50:00 +0000 2012
3684,682,Nice Matin,4bf58dd8d48988d10c941735,French Restaurant,40.783258791664096,-73.97812172886994,-240,Sat Apr 07 17:51:47 +0000 2012
3685,654,Sonic Drive-In,4bf58dd8d48988d16e941735,Fast Food Restaurant,40.774093,-74.03775911,-240,Sat Apr 07 17:51:52 +0000 2012
3686,100,Million Dollar Quartet,4bf58dd8d48988d137941735,Theater,40.76274736599172,-73.98761987686157,-240,Sat Apr 07 17:52:02 +0000 2012
3691,195,Eugene O'Neill Theatre,4bf58dd8d48988d137941735,Theater,40.761140384149925,-73.98567527532578,-240,Sat Apr 07 17:54:41 +0000 2012
3697,445,Flora Unisex Beauty Salon,4bf58dd8d48988d110951735,Salon / Barbershop,40.825409,-73.947929,-240,Sat Apr 07 18:00:09 +0000 2012
3699,529,Umi Sushi Zheng,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.71138557757384,-73.85624972764876,-240,Sat Apr 07 18:01:23 +0000 2012
3703,512,Prudential Center,4bf58dd8d48988d184941735,Stadium,40.73308000062968,-74.1708254814148,-240,Sat Apr 07 18:03:06 +0000 2012
3705,622,Neiman Marcus - The Rotunda,4bf58dd8d48988d14e941735,American Restaurant,40.91805698355026,-74.07794785020232,-240,Sat Apr 07 18:04:06 +0000 2012
3716,846,Robin's Babershop the original,4bf58dd8d48988d110951735,Salon / Barbershop,40.852118281025525,-73.93165656578144,-240,Sat Apr 07 18:11:43 +0000 2012
3717,833,Pera Mediterranean Brasserie,4bf58dd8d48988d1c0941735,Mediterranean Restaurant,40.752414058643154,-73.97952497005463,-240,Sat Apr 07 18:12:58 +0000 2012
3718,10,Diner,4bf58dd8d48988d147941735,Diner,40.74089617118918,-74.00518058220823,-240,Sat Apr 07 18:13:04 +0000 2012
3729,1073,Smack Mellon Studios,4bf58dd8d48988d1e2931735,Art Gallery,40.704004,-73.989562,-240,Sat Apr 07 18:19:46 +0000 2012
3730,248,La Flaca,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.71639543998268,-73.98759841918945,-240,Sat Apr 07 18:19:54 +0000 2012
3731,315,Tony Shop And Save Sup,4bf58dd8d48988d1c4941735,Restaurant,40.6710256041641,-73.87547597866657,-240,Sat Apr 07 18:19:56 +0000 2012
3732,58,New Museum,4bf58dd8d48988d18f941735,Art Museum,40.722338469866095,-73.99329007802021,-240,Sat Apr 07 18:20:00 +0000 2012
3748,465,Crema,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.7396210161324,-73.99597921593858,-240,Sat Apr 07 18:26:16 +0000 2012
3749,443,Historic New Bridge Landing,4deefb944765f83613cdba6e,Historic Site,40.91284220518237,-74.03327986230879,-240,Sat Apr 07 18:26:42 +0000 2012
3756,689,Ippudo,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,40.7307695395171,-73.99069610553344,-240,Sat Apr 07 18:30:07 +0000 2012
3764,307,Trader Joe's,4bf58dd8d48988d118951735,Food & Drink Shop,40.81947673869051,-73.97751331329346,-240,Sat Apr 07 18:34:10 +0000 2012
3766,419,New Jersey Children's Museum,4bf58dd8d48988d181941735,Museum,40.96194685994131,-74.07439470291136,-240,Sat Apr 07 18:35:05 +0000 2012
3779,202,David Rubenstein Atrium at Lincoln Center,4bf58dd8d48988d1f2931735,Performing Arts Venue,40.77114935894503,-73.98270606994629,-240,Sat Apr 07 18:40:28 +0000 2012
3780,148,Ox Cart Tavern,4bf58dd8d48988d116941735,Bar,40.634856,-73.965126,-240,Sat Apr 07 18:41:54 +0000 2012
3782,349,David Geffen Hall,5032792091d4c4b30a586d5c,Concert Hall,40.77308312955881,-73.98281335830688,-240,Sat Apr 07 18:42:28 +0000 2012
3791,251,Pipa,4bf58dd8d48988d1db931735,Tapas Restaurant,40.738278841899486,-73.9893901348114,-240,Sat Apr 07 18:46:20 +0000 2012
3806,884,Roberta's,4bf58dd8d48988d1ca941735,Pizza Place,40.70507898542075,-73.93364403923762,-240,Sat Apr 07 18:57:10 +0000 2012
3807,364,Owls Head Park Dog Run,4bf58dd8d48988d163941735,Park,40.639652516059975,-74.03231620788574,-240,Sat Apr 07 18:57:10 +0000 2012
3812,625,China City,4bf58dd8d48988d145941735,Chinese Restaurant,40.605537,-73.982059,-240,Sat Apr 07 18:59:05 +0000 2012
3827,662,Mess Hair Salon,4bf58dd8d48988d110951735,Salon / Barbershop,40.717664,-73.997261,-240,Sat Apr 07 19:05:28 +0000 2012
3828,566,Chola,4bf58dd8d48988d10f941735,Indian Restaurant,40.76033249623784,-73.96586221134632,-240,Sat Apr 07 19:06:00 +0000 2012
3829,781,KFC,4d4ae6fc7a7b7dea34424761,Fried Chicken Joint,40.91644752410016,-74.07639026641846,-240,Sat Apr 07 19:06:14 +0000 2012
3832,456,Sushi Yasu,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.72079168957312,-73.84639468396485,-240,Sat Apr 07 19:08:28 +0000 2012
3835,102,Carmine's,4bf58dd8d48988d110941735,Italian Restaurant,40.7911772601476,-73.97421897092632,-240,Sat Apr 07 19:10:10 +0000 2012
3836,182,Lillie's Union Square,4bf58dd8d48988d116941735,Bar,40.73743415035814,-73.99128147407096,-240,Sat Apr 07 19:10:41 +0000 2012
3842,367,Sophie's Cuban Cuisine,4bf58dd8d48988d154941735,Cuban Restaurant,40.75039434535128,-73.97668719291687,-240,Sat Apr 07 19:11:36 +0000 2012
3845,110,Black Bear Bar & Grill,4bf58dd8d48988d116941735,Bar,40.73891377108314,-74.03018151296773,-240,Sat Apr 07 19:13:18 +0000 2012
3851,721,Swindler's Cove Park Water Fountain,4bf58dd8d48988d163941735,Park,40.85735053724709,-73.92219543457031,-240,Sat Apr 07 19:16:13 +0000 2012
3853,133,BonChon Chicken,4bf58dd8d48988d113941735,Korean Restaurant,40.86478234117844,-73.96163203760669,-240,Sat Apr 07 19:16:22 +0000 2012
3857,985,Lobster Place,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.74251130758972,-74.00606430641785,-240,Sat Apr 07 19:17:15 +0000 2012
3864,667,Union Avenue Supermarket,4bf58dd8d48988d118951735,Food & Drink Shop,40.92005019809724,-74.18684828534333,-240,Sat Apr 07 19:19:36 +0000 2012
3865,918,Udon West,4bf58dd8d48988d1d1941735,Ramen /  Noodle House,40.72931975,-73.98924,-240,Sat Apr 07 19:19:42 +0000 2012
3874,1018,Manhattan Oil Project,4bf58dd8d48988d1e2931735,Art Gallery,40.75976077083787,-73.98800453505906,-240,Sat Apr 07 19:23:25 +0000 2012
3878,568,Food Emporium Illy Cafe,4bf58dd8d48988d118951735,Food & Drink Shop,40.76753191557166,-73.9623380296344,-240,Sat Apr 07 19:24:41 +0000 2012
3881,372,Cafe R,4bf58dd8d48988d120951735,Food & Drink Shop,40.74863806916286,-73.9893417165806,-240,Sat Apr 07 19:26:05 +0000 2012
3883,1047,White Castle,4bf58dd8d48988d16e941735,Fast Food Restaurant,40.62672243364512,-74.16412150063366,-240,Sat Apr 07 19:27:13 +0000 2012
3884,267,Rudy Macina Peace Memorial Plaza,4bf58dd8d48988d164941735,Plaza,40.85803216472994,-73.85636329650879,-240,Sat Apr 07 19:27:52 +0000 2012
3889,744,Jamba,4bf58dd8d48988d112941735,Bar,40.74762569235189,-73.98533014407252,-240,Sat Apr 07 19:30:57 +0000 2012
3904,553,California Pizza Kitchen,4bf58dd8d48988d14e941735,American Restaurant,40.708312873411096,-73.86933159295138,-240,Sat Apr 07 19:38:29 +0000 2012
3905,314,Friendly's,4bf58dd8d48988d147941735,Diner,40.89273311,-74.1147553,-240,Sat Apr 07 19:38:42 +0000 2012
3912,642,Sunset Park,4bf58dd8d48988d163941735,Park,40.64779198054751,-74.00373458862305,-240,Sat Apr 07 19:40:16 +0000 2012
3915,323,Chirping Chicken,4d4ae6fc7a7b7dea34424761,Fried Chicken Joint,40.778972033459766,-73.95602992799556,-240,Sat Apr 07 19:42:00 +0000 2012
3916,461,Golden Krust Caribbean Restaurant,4bf58dd8d48988d144941735,Caribbean Restaurant,40.64915476666667,-73.96412321666666,-240,Sat Apr 07 19:42:41 +0000 2012
3922,221,Bobby's Burger Palace,4bf58dd8d48988d16c941735,Burger Joint,40.9145503626772,-74.0591812133789,-240,Sat Apr 07 19:45:56 +0000 2012
3933,565,Johnny Foxes Taphouse & Grille,4bf58dd8d48988d116941735,Bar,40.77436246224558,-73.95435385541136,-240,Sat Apr 07 19:52:09 +0000 2012
3935,868,Worldwide Plaza,4bf58dd8d48988d164941735,Plaza,40.76245925351319,-73.98745932961936,-240,Sat Apr 07 19:53:04 +0000 2012
3937,1010,Algieri's Pizza,4bf58dd8d48988d1ca941735,Pizza Place,40.80087840557098,-74.15413677692413,-240,Sat Apr 07 19:53:33 +0000 2012
3940,566,New Beer Distributors,4bf58dd8d48988d186941735,Food & Drink Shop,40.72074580664372,-73.99237186168206,-240,Sat Apr 07 19:55:07 +0000 2012
3942,525,Grove Park White Trail,4bf58dd8d48988d159941735,Other Great Outdoors,40.96099996726285,-74.10000257761558,-240,Sat Apr 07 19:55:46 +0000 2012
3944,669,Vapiano,4bf58dd8d48988d110941735,Italian Restaurant,40.73447774695927,-73.99210787367122,-240,Sat Apr 07 19:56:07 +0000 2012
3947,164,Juice Press,4bf58dd8d48988d1d3941735,Vegetarian / Vegan Restaurant,40.723309,-73.988929,-240,Sat Apr 07 19:57:14 +0000 2012
3953,256,Móle,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.7188187010832,-73.96347999572754,-240,Sat Apr 07 19:59:55 +0000 2012
3956,945,Bronx Dance Theatre,4bf58dd8d48988d134941735,Performing Arts Venue,40.856046080589294,-73.888099193573,-240,Sat Apr 07 20:01:38 +0000 2012
3957,251,Linen Hall,4bf58dd8d48988d116941735,Bar,40.732461021437416,-73.98789302811853,-240,Sat Apr 07 20:01:58 +0000 2012
3958,399,Mr Biggs Bar & Grill,4bf58dd8d48988d116941735,Bar,40.76023134804513,-73.99512075872225,-240,Sat Apr 07 20:02:03 +0000 2012
3963,623,Brooklyn Taco Company,4bf58dd8d48988d151941735,Taco Place,40.71905581566857,-73.98764871694762,-240,Sat Apr 07 20:04:05 +0000 2012
3965,623,Essex Street Market,4bf58dd8d48988d1fa941735,Food & Drink Shop,40.718927635167866,-73.98786106009348,-240,Sat Apr 07 20:04:23 +0000 2012
3966,917,AMC Empire 25,4bf58dd8d48988d180941735,Movie Theater,40.7569743825982,-73.98877355904663,-240,Sat Apr 07 20:05:40 +0000 2012
3967,267,Cutting Lounge,4bf58dd8d48988d110951735,Salon / Barbershop,40.842795,-73.850197,-240,Sat Apr 07 20:07:26 +0000 2012
3968,1066,Southern Hospitality BBQ,4bf58dd8d48988d1df931735,BBQ Joint,40.76042349214541,-73.99119539057452,-240,Sat Apr 07 20:08:16 +0000 2012
3989,806,Roebling Tea Room,4bf58dd8d48988d1c4941735,Restaurant,40.714482,-73.957302,-240,Sat Apr 07 20:14:14 +0000 2012
3996,53,Fuki Sushi,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.936564,-74.030963,-240,Sat Apr 07 20:15:45 +0000 2012
4016,888,Fiddlesticks Pub,4bf58dd8d48988d116941735,Bar,40.735754595656175,-74.00079059301935,-240,Sat Apr 07 20:24:19 +0000 2012
4026,57,Total Expressions In Hair Design,4bf58dd8d48988d110951735,Salon / Barbershop,40.792897,-74.130431,-240,Sat Apr 07 20:29:23 +0000 2012
4027,693,Uva,4bf58dd8d48988d123941735,Bar,40.772236267305765,-73.95585198947303,-240,Sat Apr 07 20:30:22 +0000 2012
4033,23,Sixth Ave Street Fair,4bf58dd8d48988d1fa941735,Food & Drink Shop,40.74278378341825,-73.99265306590263,-240,Sat Apr 07 20:32:42 +0000 2012
4044,826,Il Cantuccio,4bf58dd8d48988d110941735,Italian Restaurant,40.73346,-74.004081,-240,Sat Apr 07 20:36:27 +0000 2012
4047,390,Foxwoods Club,4bf58dd8d48988d14e941735,American Restaurant,40.75603475927267,-73.84623527526855,-240,Sat Apr 07 20:37:48 +0000 2012
4049,275,Pacifico,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.688290194838,-73.9898065714936,-240,Sat Apr 07 20:38:03 +0000 2012
4060,1075,Mitsuwa Marketplace,4bf58dd8d48988d118951735,Food & Drink Shop,40.8161477453172,-73.98043155670166,-240,Sat Apr 07 20:44:51 +0000 2012
4065,349,Mad River Bar & Grill,4bf58dd8d48988d11b941735,Bar,40.7761672,-73.9561516,-240,Sat Apr 07 20:46:11 +0000 2012
4067,349,Sunny Chinese Cuisine,4bf58dd8d48988d145941735,Chinese Restaurant,40.77536797597921,-73.95648912342519,-240,Sat Apr 07 20:46:30 +0000 2012
4068,12,Kowloon Cafe,4bf58dd8d48988d142941735,Asian Restaurant,40.5995839036343,-73.98979509360808,-240,Sat Apr 07 20:46:38 +0000 2012
4084,114,Abeca Sushi,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.742362,-73.983765,-240,Sat Apr 07 20:53:13 +0000 2012
4090,293,Bert's Catering & Restaurant,4bf58dd8d48988d14e941735,American Restaurant,40.68992381511788,-73.93642126549656,-240,Sat Apr 07 20:56:31 +0000 2012
4095,951,Uptown Supermarket,4bf58dd8d48988d118951735,Food & Drink Shop,40.85813766291496,-73.93253488669896,-240,Sat Apr 07 20:58:29 +0000 2012
4099,809,Cacio E Vino,4bf58dd8d48988d110941735,Italian Restaurant,40.726569,-73.98918266666666,-240,Sat Apr 07 20:59:23 +0000 2012
4101,553,Regal Atlas Park,4bf58dd8d48988d180941735,Movie Theater,40.7081979835282,-73.86868000030518,-240,Sat Apr 07 20:59:49 +0000 2012
4104,744,Chevy's Fresh Mex Restaurants,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.757123775433385,-73.98948267102242,-240,Sat Apr 07 21:00:37 +0000 2012
4109,1053,5 Napkin Burger,4bf58dd8d48988d16c941735,Burger Joint,40.78703300045056,-73.97750188436821,-240,Sat Apr 07 21:03:35 +0000 2012
4112,945,Ohana Japanese Hibachi Seafood & Steakhouse,4bf58dd8d48988d111941735,Japanese Restaurant,40.852149,-73.789044,-240,Sat Apr 07 21:07:02 +0000 2012
4113,575,Foodtown,4bf58dd8d48988d118951735,Food & Drink Shop,40.67995491454707,-73.94446358321665,-240,Sat Apr 07 21:07:48 +0000 2012
4114,33,K & M Cafe,4bf58dd8d48988d116941735,Bar,40.71684750844461,-73.95466381513616,-240,Sat Apr 07 21:08:21 +0000 2012
4134,415,Metropolitan Museum of Art,4bf58dd8d48988d18f941735,Art Museum,40.778936659294864,-73.96229820007625,-240,Sat Apr 07 21:13:25 +0000 2012
4135,970,Bier International,4bf58dd8d48988d117941735,Beer Garden,40.802671,-73.956418,-240,Sat Apr 07 21:13:47 +0000 2012
4138,510,Radegast Hall & Biergarten,4bf58dd8d48988d117941735,Beer Garden,40.71653437713537,-73.96144836446048,-240,Sat Apr 07 21:14:26 +0000 2012
4139,906,Rogue,4bf58dd8d48988d11d941735,Bar,40.74427796524831,-73.99184796528314,-240,Sat Apr 07 21:14:42 +0000 2012
4145,349,Tiramisu,4bf58dd8d48988d110941735,Italian Restaurant,40.774961210218,-73.95673020058858,-240,Sat Apr 07 21:17:09 +0000 2012
4147,349,Amber,4bf58dd8d48988d1d2941735,Sushi Restaurant,40.77494461675944,-73.95666132142975,-240,Sat Apr 07 21:17:27 +0000 2012
4150,950,TAO Uptown,4bf58dd8d48988d142941735,Asian Restaurant,40.76285776359848,-73.97161900148414,-240,Sat Apr 07 21:18:58 +0000 2012
4151,937,d.b.a. Brooklyn,4bf58dd8d48988d116941735,Bar,40.71904823398837,-73.95919835422808,-240,Sat Apr 07 21:19:18 +0000 2012
4154,337,Tahini,4bf58dd8d48988d10b941735,Falafel Restaurant,40.72966410762233,-73.99036324811753,-240,Sat Apr 07 21:21:43 +0000 2012
4156,328,Keg No. 229,4bf58dd8d48988d116941735,Bar,40.707615,-74.001975,-240,Sat Apr 07 21:23:08 +0000 2012
4165,84,Pizza Nova,4bf58dd8d48988d1ca941735,Pizza Place,40.863228,-73.925739,-240,Sat Apr 07 21:27:55 +0000 2012
4168,284,Zombie Hut,4bf58dd8d48988d116941735,Bar,40.682558,-73.99300801,-240,Sat Apr 07 21:29:25 +0000 2012
4176,677,La Barrique,4bf58dd8d48988d123941735,Bar,40.7523535100008,-73.98416510802596,-240,Sat Apr 07 21:36:13 +0000 2012
4184,349,Bar Boulud,4bf58dd8d48988d10c941735,French Restaurant,40.77160436885863,-73.98242712020874,-240,Sat Apr 07 21:39:30 +0000 2012
4185,349,Boulud Sud,4bf58dd8d48988d1c0941735,Mediterranean Restaurant,40.77201197414418,-73.98157675142495,-240,Sat Apr 07 21:40:04 +0000 2012
4186,250,James,4bf58dd8d48988d157941735,American Restaurant,40.67918862533367,-73.97162474096972,-240,Sat Apr 07 21:40:45 +0000 2012
4193,1007,Duck Duck,4bf58dd8d48988d116941735,Bar,40.707420215715935,-73.94282185241433,-240,Sat Apr 07 21:44:38 +0000 2012
4195,15,Gristedes,4bf58dd8d48988d118951735,Food & Drink Shop,40.79503816378077,-73.97231921746017,-240,Sat Apr 07 21:45:48 +0000 2012
4198,26,George Washington Memorial Park,4bf58dd8d48988d15c941735,Cemetery,40.94104386545976,-74.08929388158533,-240,Sat Apr 07 21:46:51 +0000 2012
4205,659,The HorseBox,4bf58dd8d48988d116941735,Bar,40.730101,-73.980512,-240,Sat Apr 07 21:50:52 +0000 2012
4207,916,Stephen R Gregg Bayonne Park,4bf58dd8d48988d163941735,Park,40.680614633454965,-74.11436095833778,-240,Sat Apr 07 21:52:50 +0000 2012
4217,121,Dirt's Castle,4bf58dd8d48988d11e941735,Bar,40.61463117599487,-73.99105310440063,-240,Sat Apr 07 21:59:58 +0000 2012
4219,417,Tom & Jerry's,4bf58dd8d48988d118941735,Bar,40.72449429624432,-73.99334746639536,-240,Sat Apr 07 22:00:32 +0000 2012
4228,621,Tonnelle Wine & Liquors,4bf58dd8d48988d120941735,Bar,40.81042105064928,-74.0130593559012,-240,Sat Apr 07 22:04:47 +0000 2012
4231,364,Bay Thai,4bf58dd8d48988d149941735,Thai Restaurant,40.636959,-74.025427,-240,Sat Apr 07 22:06:12 +0000 2012
4233,307,Egan & Sons,4bf58dd8d48988d116941735,Bar,40.817789,-74.211569013733,-240,Sat Apr 07 22:07:57 +0000 2012
4236,868,AMC Loews Lincoln Square 13,4bf58dd8d48988d180941735,Movie Theater,40.77486674679395,-73.98179484046595,-240,Sat Apr 07 22:08:35 +0000 2012
4240,513,New San Francisco Nail,4bf58dd8d48988d110951735,Salon / Barbershop,40.6975074892617,-73.93051416857274,-240,Sat Apr 07 22:12:03 +0000 2012
4244,347,Brooklyn's Brick Oven Pizzeria,4bf58dd8d48988d1ca941735,Pizza Place,40.90042537403476,-74.03622898501831,-240,Sat Apr 07 22:14:22 +0000 2012
4251,844,River Park,4bf58dd8d48988d163941735,Park,40.8429060135501,-73.87746855587302,-240,Sat Apr 07 22:16:07 +0000 2012
4255,449,Chavela's,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.67335042443954,-73.95708033593266,-240,Sat Apr 07 22:17:50 +0000 2012
4259,329,Light Horse Tavern,4bf58dd8d48988d14e941735,American Restaurant,40.713899,-74.038108,-240,Sat Apr 07 22:20:54 +0000 2012
4262,727,Havana Alma de Cuba,4bf58dd8d48988d154941735,Cuban Restaurant,40.73323880119423,-74.00452639412525,-240,Sat Apr 07 22:21:24 +0000 2012
4264,713,Pier 95 Park,4bf58dd8d48988d163941735,Park,40.77056511476061,-73.995028938163,-240,Sat Apr 07 22:24:05 +0000 2012
4273,856,El Parador Cafe,4bf58dd8d48988d1c1941735,Mexican Restaurant,40.7444509,-73.974867,-240,Sat Apr 07 22:29:06 +0000 2012
4275,311,St Andrews,4bf58dd8d48988d116941735,Bar,40.75834664244212,-73.98392406520304,-240,Sat Apr 07 22:29:52 +0000 2012
4276,839,Grand Lux Cafe,4bf58dd8d48988d14e941735,American Restaurant,40.915827729965045,-74.07631873811226,-240,Sat Apr 07 22:30:52 +0000 2012
4280,348,Pour wines,4bf58dd8d48988d119951735,Food & Drink Shop,40.78058505198509,-73.98025673352637,-240,Sat Apr 07 22:34:57 +0000 2012
4281,423,Barbuto,4bf58dd8d48988d110941735,Italian Restaurant,40.7377138584985,-74.00801539421082,-240,Sat Apr 07 22:35:03 +0000 2012
4285,243,Two Boots,4bf58dd8d48988d17a941735,Cajun / Creole Restaurant,40.67084402478737,-73.9777544138508,-240,Sat Apr 07 22:38:57 +0000 2012
4292,275,Angry Wade's,4bf58dd8d48988d11d941735,Bar,40.684118,-73.99225906666666,-240,Sat Apr 07 22:42:00 +0000 2012
4296,334,B&B Winepub,4bf58dd8d48988d16c941735,Burger Joint,40.72592125637849,-73.99782370672871,-240,Sat Apr 07 22:43:02 +0000 2012
4303,155,Keybar,4bf58dd8d48988d116941735,Bar,40.73015729609233,-73.98181205801129,-240,Sat Apr 07 22:46:04 +0000 2012
4308,945,Bronx Park Greenway Mosholu / Pelham System,4bf58dd8d48988d159941735,Other Great Outdoors,40.85693,-73.83722,-240,Sat Apr 07 22:49:04 +0000 2012
4309,216,9th and Coles Tavern,4bf58dd8d48988d14e941735,American Restaurant,40.728539654510605,-74.04655055432836,-240,Sat Apr 07 22:50:38 +0000 2012
4310,309,City Cinemas 86th Street East,4bf58dd8d48988d17f941735,Movie Theater,40.77851052505935,-73.95342971327985,-240,Sat Apr 07 22:50:58 +0000 2012
4313,781,Garden State Plaza Parking Deck,4c38df4de52ce0d596b336e1,Parking,40.91776506286093,-74.0774258475067,-240,Sat Apr 07 22:52:17 +0000 2012
4320,607,Benny Tudino's,4bf58dd8d48988d1ca941735,Pizza Place,40.744204,-74.028832,-240,Sat Apr 07 22:56:19 +0000 2012
4332,812,Regal Union Square Screenx & 4Dx,4bf58dd8d48988d180941735,Movie Theater,40.73416736029532,-73.99048715829849,-240,Sat Apr 07 23:00:26 +0000 2012
4336,571,Church of the Blessed Sacrament,4bf58dd8d48988d132941735,Church,40.7772917298741,-73.98068904876709,-240,Sat Apr 07 23:02:48 +0000 2012
4341,1042,Boqueria,4bf58dd8d48988d1db931735,Tapas Restaurant,40.72473955115587,-74.00233427389696,-240,Sat Apr 07 23:05:43 +0000 2012
4343,349,Prune,4bf58dd8d48988d14e941735,American Restaurant,40.72360212235209,-73.98957127470307,-240,Sat Apr 07 23:06:53 +0000 2012
4344,349,Peels,4bf58dd8d48988d14e941735,American Restaurant,40.72561027403996,-73.99197578430176,-240,Sat Apr 07 23:07:05 +0000 2012
4347,883,Sakura IV,4bf58dd8d48988d111941735,Japanese Restaurant,40.701059,-73.891625,-240,Sat Apr 07 23:09:16 +0000 2012
4348,440,P.F. Chang's China Bistro,4bf58dd8d48988d145941735,Chinese Restaurant,40.78009362863879,-74.00982869627268,-240,Sat Apr 07 23:09:24 +0000 2012
4351,752,Bhavani Cash & Carry,4bf58dd8d48988d118951735,Food & Drink Shop,40.73552271,-74.065709,-240,Sat Apr 07 23:10:18 +0000 2012
4353,906,The Cellar,4bf58dd8d48988d1bf941735,Mac & Cheese Joint,40.73927783583925,-73.9896573589282,-240,Sat Apr 07 23:11:05 +0000 2012
4360,74,Holy Rosary Church,4bf58dd8d48988d132941735,Church,40.72602279947592,-74.04960273975725,-240,Sat Apr 07 23:12:52 +0000 2012
4362,390,Ulysses Folk House,4bf58dd8d48988d116941735,Bar,40.70443641202592,-74.01012361049652,-240,Sat Apr 07 23:14:14 +0000 2012
4365,58,Hash 55,4bf58dd8d48988d115941735,Middle Eastern Restaurant,40.762548,-73.977179,-240,Sat Apr 07 23:15:46 +0000 2012
4366,153,Church of the Intercession,4bf58dd8d48988d132941735,Church,40.833793770775536,-73.9476436794841,-240,Sat Apr 07 23:15:51 +0000 2012
4367,129,Spitzer's Corner,4bf58dd8d48988d116941735,Bar,40.72006790651271,-73.98831322789192,-240,Sat Apr 07 23:16:47 +0000 2012
4368,1023,North Meadow,4bf58dd8d48988d163941735,Park,40.791881646152014,-73.95983219146729,-240,Sat Apr 07 23:19:26 +0000 2012
4369,630,Saddle River County Park - Otto C. Pehle Area,4bf58dd8d48988d163941735,Park,40.904690732728525,-74.08269882202148,-240,Sat Apr 07 23:19:36 +0000 2012
4373,95,All Saints Episcopal Church,4bf58dd8d48988d132941735,Church,40.76510142774325,-73.76918408,-240,Sat Apr 07 23:20:21 +0000 2012
4376,49,London Lennie's,4bf58dd8d48988d1ce941735,Seafood Restaurant,40.722175,-73.86747302,-240,Sat Apr 07 23:20:58 +0000 2012
4378,544,Feinstein's at Loews Regency Hotel,5032792091d4c4b30a586d5c,Concert Hall,40.76443760079502,-73.96912336349487,-240,Sat Apr 07 23:21:02 +0000 2012
4384,204,Hoffman Park,4bf58dd8d48988d163941735,Park,40.73315898938614,-73.87153877,-240,Sat Apr 07 23:23:26 +0000 2012
4386,214,East Noodle,4bf58dd8d48988d142941735,Asian Restaurant,40.728046,-73.988105,-240,Sat Apr 07 23:25:40 +0000 2012
4387,399,Brooklyn Museum,4bf58dd8d48988d18f941735,Art Museum,40.6716389935202,-73.96381202180841,-240,Sat Apr 07 23:26:04 +0000 2012
4388,284,Bar Great Harry,4bf58dd8d48988d116941735,Bar,40.68229137,-73.993472,-240,Sat Apr 07 23:26:59 +0000 2012
4394,83,Phebe's,4bf58dd8d48988d11b941735,Bar,40.726946267342754,-73.99148807430478,-240,Sat Apr 07 23:30:55 +0000 2012
4395,949,Thistle Hill Tavern,4bf58dd8d48988d155941735,Gastropub,40.663289,-73.984549,-240,Sat Apr 07 23:31:00 +0000 2012
4401,533,Upstairs Restaurant,4bf58dd8d48988d116941735,Bar,40.84161,-74.208357,-240,Sat Apr 07 23:34:10 +0000 2012
4403,702,St Camillus,4bf58dd8d48988d132941735,Church,40.583254489560304,-73.82132412887107,-240,Sat Apr 07 23:34:23 +0000 2012
4409,225,New Park Pizza,4bf58dd8d48988d1ca941735,Pizza Place,40.662734364996936,-73.84045040713535,-240,Sat Apr 07 23:38:09 +0000 2012
4410,358,The Libertine,4bf58dd8d48988d155941735,Gastropub,40.70782386917468,-74.00706052780151,-240,Sat Apr 07 23:38:53 +0000 2012
4411,100,New World Stages,4bf58dd8d48988d135941735,Theater,40.76279561547783,-73.98758098483086,-240,Sat Apr 07 23:39:02 +0000 2012
4413,400,Miller's Tavern,4bf58dd8d48988d14e941735,American Restaurant,40.713852,-73.957991,-240,Sat Apr 07 23:39:35 +0000 2012
4415,225,Cross Bay Diner,4bf58dd8d48988d147941735,Diner,40.6564852232866,-73.83902549743652,-240,Sat Apr 07 23:39:59 +0000 2012
4417,598,Mary Queen of Scots,4bf58dd8d48988d122941735,Bar,40.71947,-73.990342,-240,Sat Apr 07 23:40:43 +0000 2012
